"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 03 09:20:37 GMT 2025","Thu Jul 03 09:20:59 GMT 2025","22044","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Thu Jul 03 09:19:47 GMT 2025","Thu Jul 03 09:20:10 GMT 2025","22260","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Thu Jul 03 09:13:13 GMT 2025","Thu Jul 03 09:13:33 GMT 2025","20328","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Thu Jul 03 09:15:52 GMT 2025","Thu Jul 03 09:16:12 GMT 2025","19892","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Thu Jul 03 09:18:32 GMT 2025","Thu Jul 03 09:18:55 GMT 2025","22822","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Thu Jul 03 09:11:43 GMT 2025","Thu Jul 03 09:12:03 GMT 2025","20337","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Thu Jul 03 09:12:05 GMT 2025","Thu Jul 03 09:12:26 GMT 2025","20904","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"passed","Thu Jul 03 09:12:28 GMT 2025","Thu Jul 03 09:12:47 GMT 2025","18365","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Thu Jul 03 09:10:34 GMT 2025","Thu Jul 03 09:10:56 GMT 2025","21422","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"broken","Thu Jul 03 09:18:14 GMT 2025","Thu Jul 03 09:18:29 GMT 2025","15406","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Thu Jul 03 09:20:12 GMT 2025","Thu Jul 03 09:20:35 GMT 2025","22574","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Thu Jul 03 09:14:23 GMT 2025","Thu Jul 03 09:14:44 GMT 2025","20193","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Thu Jul 03 09:14:00 GMT 2025","Thu Jul 03 09:14:21 GMT 2025","21033","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Thu Jul 03 09:09:40 GMT 2025","Thu Jul 03 09:10:04 GMT 2025","24224","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Thu Jul 03 09:09:28 GMT 2025","Thu Jul 03 09:09:38 GMT 2025","10036","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Thu Jul 03 09:16:36 GMT 2025","Thu Jul 03 09:16:56 GMT 2025","19446","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Thu Jul 03 09:10:58 GMT 2025","Thu Jul 03 09:11:17 GMT 2025","19327","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Thu Jul 03 09:12:49 GMT 2025","Thu Jul 03 09:13:11 GMT 2025","21467","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Thu Jul 03 09:15:29 GMT 2025","Thu Jul 03 09:15:49 GMT 2025","20361","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"broken","Thu Jul 03 09:21:01 GMT 2025","Thu Jul 03 09:21:35 GMT 2025","33211","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Thu Jul 03 09:10:07 GMT 2025","Thu Jul 03 09:10:32 GMT 2025","24839","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Thu Jul 03 09:14:46 GMT 2025","Thu Jul 03 09:15:06 GMT 2025","19928","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Thu Jul 03 09:18:57 GMT 2025","Thu Jul 03 09:19:20 GMT 2025","22194","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Thu Jul 03 09:11:20 GMT 2025","Thu Jul 03 09:11:40 GMT 2025","19752","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Thu Jul 03 09:17:48 GMT 2025","Thu Jul 03 09:18:11 GMT 2025","22834","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Thu Jul 03 09:17:21 GMT 2025","Thu Jul 03 09:17:46 GMT 2025","24704","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Thu Jul 03 09:16:58 GMT 2025","Thu Jul 03 09:17:18 GMT 2025","19977","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Thu Jul 03 09:16:15 GMT 2025","Thu Jul 03 09:16:34 GMT 2025","19648","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Thu Jul 03 09:13:36 GMT 2025","Thu Jul 03 09:13:57 GMT 2025","21065","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"passed","Thu Jul 03 09:09:04 GMT 2025","Thu Jul 03 09:09:25 GMT 2025","20499","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Thu Jul 03 09:15:08 GMT 2025","Thu Jul 03 09:15:26 GMT 2025","18368","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Thu Jul 03 09:19:22 GMT 2025","Thu Jul 03 09:19:45 GMT 2025","22939","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
