"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 23 06:44:45 GMT 2025","Wed Jul 23 06:45:04 GMT 2025","19196","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jul 23 06:46:34 GMT 2025","Wed Jul 23 06:46:52 GMT 2025","17518","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Wed Jul 23 06:45:54 GMT 2025","Wed Jul 23 06:46:12 GMT 2025","17789","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Wed Jul 23 06:44:24 GMT 2025","Wed Jul 23 06:44:43 GMT 2025","18364","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Wed Jul 23 06:48:23 GMT 2025","Wed Jul 23 06:48:46 GMT 2025","23074","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Wed Jul 23 06:45:21 GMT 2025","Wed Jul 23 06:45:41 GMT 2025","20400","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Wed Jul 23 06:47:19 GMT 2025","Wed Jul 23 06:47:42 GMT 2025","22468","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Wed Jul 23 06:43:00 GMT 2025","Wed Jul 23 06:43:11 GMT 2025","10900","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jul 23 06:47:44 GMT 2025","Wed Jul 23 06:48:06 GMT 2025","21536","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Wed Jul 23 06:46:44 GMT 2025","Wed Jul 23 06:47:07 GMT 2025","23370","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jul 23 06:47:58 GMT 2025","Wed Jul 23 06:48:20 GMT 2025","22169","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Wed Jul 23 06:43:46 GMT 2025","Wed Jul 23 06:44:07 GMT 2025","20527","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jul 23 06:46:14 GMT 2025","Wed Jul 23 06:46:32 GMT 2025","17704","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Wed Jul 23 06:46:24 GMT 2025","Wed Jul 23 06:46:41 GMT 2025","17334","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
