"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 21 12:06:00 GMT 2025","Mon Jul 21 12:06:21 GMT 2025","20844","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Mon Jul 21 12:07:56 GMT 2025","Mon Jul 21 12:08:21 GMT 2025","25038","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Mon Jul 21 12:06:33 GMT 2025","Mon Jul 21 12:06:51 GMT 2025","17826","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Mon Jul 21 12:05:01 GMT 2025","Mon Jul 21 12:05:22 GMT 2025","20906","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Mon Jul 21 12:05:37 GMT 2025","Mon Jul 21 12:05:58 GMT 2025","21130","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Mon Jul 21 12:05:15 GMT 2025","Mon Jul 21 12:05:35 GMT 2025","19989","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Mon Jul 21 12:07:30 GMT 2025","Mon Jul 21 12:07:51 GMT 2025","20949","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Mon Jul 21 12:08:40 GMT 2025","Mon Jul 21 12:09:02 GMT 2025","21604","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Mon Jul 21 12:05:46 GMT 2025","Mon Jul 21 12:06:08 GMT 2025","22399","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Mon Jul 21 12:07:14 GMT 2025","Mon Jul 21 12:07:32 GMT 2025","18159","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
