"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 16 05:57:33 GMT 2025","Wed Jul 16 05:57:54 GMT 2025","20511","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"skipped","Wed Jul 16 05:58:11 GMT 2025","Wed Jul 16 05:58:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Wed Jul 16 05:55:41 GMT 2025","Wed Jul 16 05:56:07 GMT 2025","25933","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"skipped","Wed Jul 16 05:57:20 GMT 2025","Wed Jul 16 05:57:20 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"broken","Wed Jul 16 05:56:09 GMT 2025","Wed Jul 16 05:56:25 GMT 2025","15496","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Wed Jul 16 05:57:56 GMT 2025","Wed Jul 16 05:58:22 GMT 2025","26285","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Wed Jul 16 05:58:22 GMT 2025","Wed Jul 16 05:58:22 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"skipped","Wed Jul 16 05:57:54 GMT 2025","Wed Jul 16 05:57:54 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"skipped","Wed Jul 16 05:57:47 GMT 2025","Wed Jul 16 05:57:47 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"broken","Wed Jul 16 05:56:42 GMT 2025","Wed Jul 16 05:56:59 GMT 2025","17656","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"skipped","Wed Jul 16 05:57:47 GMT 2025","Wed Jul 16 05:57:47 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Wed Jul 16 05:55:19 GMT 2025","Wed Jul 16 05:55:40 GMT 2025","20094","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"skipped","Wed Jul 16 05:58:11 GMT 2025","Wed Jul 16 05:58:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"broken","Wed Jul 16 05:55:59 GMT 2025","Wed Jul 16 05:56:15 GMT 2025","15805","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Wed Jul 16 05:58:37 GMT 2025","Wed Jul 16 05:58:37 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"skipped","Wed Jul 16 05:57:31 GMT 2025","Wed Jul 16 05:57:31 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"broken","Wed Jul 16 05:57:15 GMT 2025","Wed Jul 16 05:57:31 GMT 2025","15593","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jul 16 05:58:13 GMT 2025","Wed Jul 16 05:58:37 GMT 2025","23918","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Wed Jul 16 05:58:37 GMT 2025","Wed Jul 16 05:58:37 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Wed Jul 16 05:57:54 GMT 2025","Wed Jul 16 05:57:54 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jul 16 05:56:17 GMT 2025","Wed Jul 16 05:56:39 GMT 2025","21946","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"skipped","Wed Jul 16 05:58:22 GMT 2025","Wed Jul 16 05:58:22 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"skipped","Wed Jul 16 05:57:54 GMT 2025","Wed Jul 16 05:57:54 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Wed Jul 16 05:55:42 GMT 2025","Wed Jul 16 05:55:56 GMT 2025","13906","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jul 16 05:57:22 GMT 2025","Wed Jul 16 05:57:47 GMT 2025","24666","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"broken","Wed Jul 16 05:56:28 GMT 2025","Wed Jul 16 05:56:47 GMT 2025","19849","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Wed Jul 16 05:58:25 GMT 2025","Wed Jul 16 05:58:48 GMT 2025","22892","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Wed Jul 16 05:56:50 GMT 2025","Wed Jul 16 05:57:12 GMT 2025","21821","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Wed Jul 16 05:57:50 GMT 2025","Wed Jul 16 05:58:11 GMT 2025","21421","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"broken","Wed Jul 16 05:57:02 GMT 2025","Wed Jul 16 05:57:19 GMT 2025","16925","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"broken","Wed Jul 16 05:55:19 GMT 2025","Wed Jul 16 05:55:38 GMT 2025","18027","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"skipped","Wed Jul 16 05:57:31 GMT 2025","Wed Jul 16 05:57:31 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
