"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 23 17:44:56 GMT 2025","Mon Jun 23 17:45:23 GMT 2025","26389","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Mon Jun 23 17:45:48 GMT 2025","Mon Jun 23 17:46:10 GMT 2025","21734","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Mon Jun 23 17:44:14 GMT 2025","Mon Jun 23 17:44:33 GMT 2025","19386","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Mon Jun 23 17:45:25 GMT 2025","Mon Jun 23 17:45:46 GMT 2025","21546","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Mon Jun 23 17:42:38 GMT 2025","Mon Jun 23 17:43:01 GMT 2025","22877","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Mon Jun 23 17:43:10 GMT 2025","Mon Jun 23 17:43:29 GMT 2025","19031","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Mon Jun 23 17:46:35 GMT 2025","Mon Jun 23 17:46:56 GMT 2025","21611","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Mon Jun 23 17:46:24 GMT 2025","Mon Jun 23 17:46:46 GMT 2025","22456","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Mon Jun 23 17:43:28 GMT 2025","Mon Jun 23 17:43:46 GMT 2025","18197","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Mon Jun 23 17:41:59 GMT 2025","Mon Jun 23 17:42:17 GMT 2025","17824","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
