"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 11:59:04 GMT 2025","Fri Jul 11 11:59:27 GMT 2025","23055","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Fri Jul 11 11:55:13 GMT 2025","Fri Jul 11 11:55:32 GMT 2025","18316","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Fri Jul 11 11:57:41 GMT 2025","Fri Jul 11 11:58:00 GMT 2025","19595","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Fri Jul 11 11:59:56 GMT 2025","Fri Jul 11 12:00:18 GMT 2025","22321","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Fri Jul 11 11:59:11 GMT 2025","Fri Jul 11 11:59:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Fri Jul 11 11:55:41 GMT 2025","Fri Jul 11 11:56:08 GMT 2025","27150","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Fri Jul 11 11:59:13 GMT 2025","Fri Jul 11 11:59:37 GMT 2025","23742","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Fri Jul 11 11:56:51 GMT 2025","Fri Jul 11 11:57:12 GMT 2025","20715","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Fri Jul 11 11:57:14 GMT 2025","Fri Jul 11 11:57:32 GMT 2025","18796","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Fri Jul 11 11:58:23 GMT 2025","Fri Jul 11 11:58:42 GMT 2025","18743","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"broken","Fri Jul 11 11:55:49 GMT 2025","Fri Jul 11 11:56:05 GMT 2025","15530","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Fri Jul 11 11:55:13 GMT 2025","Fri Jul 11 11:55:39 GMT 2025","25555","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Fri Jul 11 11:56:52 GMT 2025","Fri Jul 11 11:57:15 GMT 2025","22739","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
