"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 01 10:46:56 GMT 2025","Tue Jul 01 10:46:56 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Tue Jul 01 10:46:56 GMT 2025","Tue Jul 01 10:46:56 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"skipped","Tue Jul 01 10:46:56 GMT 2025","Tue Jul 01 10:46:56 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"broken","Tue Jul 01 10:46:56 GMT 2025","Tue Jul 01 10:46:56 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","setup","setup",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"broken","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","setup","setup",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"broken","Tue Jul 01 10:46:56 GMT 2025","Tue Jul 01 10:46:56 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","setup","setup",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"broken","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","setup","setup",""
"broken","Tue Jul 01 10:46:55 GMT 2025","Tue Jul 01 10:46:55 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","setup","setup",""
"skipped","Tue Jul 01 10:46:57 GMT 2025","Tue Jul 01 10:46:57 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
