"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 27 07:45:07 GMT 2025","Fri Jun 27 07:45:24 GMT 2025","17146","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"broken","Fri Jun 27 07:43:47 GMT 2025","Fri Jun 27 07:44:05 GMT 2025","18304","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"skipped","Fri Jun 27 07:45:52 GMT 2025","Fri Jun 27 07:45:52 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Fri Jun 27 07:43:33 GMT 2025","Fri Jun 27 07:43:57 GMT 2025","23969","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Fri Jun 27 07:40:58 GMT 2025","Fri Jun 27 07:41:26 GMT 2025","28417","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Fri Jun 27 07:43:01 GMT 2025","Fri Jun 27 07:43:25 GMT 2025","23330","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"broken","Fri Jun 27 07:44:45 GMT 2025","Fri Jun 27 07:45:04 GMT 2025","18869","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"skipped","Fri Jun 27 07:45:05 GMT 2025","Fri Jun 27 07:45:05 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Fri Jun 27 07:44:51 GMT 2025","Fri Jun 27 07:45:12 GMT 2025","21356","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Fri Jun 27 07:42:23 GMT 2025","Fri Jun 27 07:42:47 GMT 2025","23658","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
