"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 07:32:59 GMT 2025","Wed Jun 25 07:33:18 GMT 2025","18621","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jun 25 07:33:13 GMT 2025","Wed Jun 25 07:33:32 GMT 2025","19896","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"passed","Wed Jun 25 07:31:29 GMT 2025","Wed Jun 25 07:31:43 GMT 2025","14183","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jun 25 07:35:34 GMT 2025","Wed Jun 25 07:35:56 GMT 2025","22278","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Wed Jun 25 07:31:31 GMT 2025","Wed Jun 25 07:31:54 GMT 2025","23778","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Wed Jun 25 07:35:58 GMT 2025","Wed Jun 25 07:36:18 GMT 2025","19978","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Wed Jun 25 07:36:31 GMT 2025","Wed Jun 25 07:36:52 GMT 2025","20834","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Wed Jun 25 07:33:57 GMT 2025","Wed Jun 25 07:34:15 GMT 2025","18741","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Wed Jun 25 07:32:51 GMT 2025","Wed Jun 25 07:33:11 GMT 2025","19413","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Wed Jun 25 07:34:45 GMT 2025","Wed Jun 25 07:35:05 GMT 2025","19692","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Wed Jun 25 07:32:40 GMT 2025","Wed Jun 25 07:32:57 GMT 2025","17491","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Wed Jun 25 07:31:01 GMT 2025","Wed Jun 25 07:31:28 GMT 2025","27501","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"broken","Wed Jun 25 07:34:38 GMT 2025","Wed Jun 25 07:34:55 GMT 2025","17377","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Wed Jun 25 07:32:09 GMT 2025","Wed Jun 25 07:32:27 GMT 2025","18778","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jun 25 07:35:07 GMT 2025","Wed Jun 25 07:35:32 GMT 2025","24594","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Wed Jun 25 07:31:01 GMT 2025","Wed Jun 25 07:31:27 GMT 2025","26627","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Wed Jun 25 07:35:24 GMT 2025","Wed Jun 25 07:35:46 GMT 2025","21954","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Wed Jun 25 07:36:08 GMT 2025","Wed Jun 25 07:36:29 GMT 2025","21004","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Wed Jun 25 07:33:43 GMT 2025","Wed Jun 25 07:34:02 GMT 2025","18848","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Wed Jun 25 07:34:18 GMT 2025","Wed Jun 25 07:34:36 GMT 2025","18060","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Wed Jun 25 07:32:29 GMT 2025","Wed Jun 25 07:32:49 GMT 2025","19832","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"passed","Wed Jun 25 07:34:58 GMT 2025","Wed Jun 25 07:35:22 GMT 2025","24269","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jun 25 07:33:20 GMT 2025","Wed Jun 25 07:33:41 GMT 2025","21792","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Wed Jun 25 07:35:48 GMT 2025","Wed Jun 25 07:36:06 GMT 2025","18578","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Wed Jun 25 07:33:34 GMT 2025","Wed Jun 25 07:33:55 GMT 2025","20413","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Wed Jun 25 07:31:45 GMT 2025","Wed Jun 25 07:32:07 GMT 2025","21344","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Wed Jun 25 07:34:25 GMT 2025","Wed Jun 25 07:34:43 GMT 2025","18541","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"skipped","Wed Jun 25 07:36:30 GMT 2025","Wed Jun 25 07:36:30 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Wed Jun 25 07:34:04 GMT 2025","Wed Jun 25 07:34:23 GMT 2025","18772","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Wed Jun 25 07:31:56 GMT 2025","Wed Jun 25 07:32:17 GMT 2025","20869","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
