"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 16 07:27:35 GMT 2025","Wed Jul 16 07:27:53 GMT 2025","18207","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Wed Jul 16 07:27:55 GMT 2025","Wed Jul 16 07:28:16 GMT 2025","20699","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jul 16 07:31:47 GMT 2025","Wed Jul 16 07:32:09 GMT 2025","22030","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Wed Jul 16 07:31:42 GMT 2025","Wed Jul 16 07:32:03 GMT 2025","21633","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Wed Jul 16 07:27:52 GMT 2025","Wed Jul 16 07:28:13 GMT 2025","21591","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Wed Jul 16 07:29:45 GMT 2025","Wed Jul 16 07:30:06 GMT 2025","20701","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Wed Jul 16 07:28:18 GMT 2025","Wed Jul 16 07:28:38 GMT 2025","20188","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"passed","Wed Jul 16 07:31:19 GMT 2025","Wed Jul 16 07:31:40 GMT 2025","20938","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Wed Jul 16 07:32:58 GMT 2025","Wed Jul 16 07:33:22 GMT 2025","23096","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Wed Jul 16 07:27:21 GMT 2025","Wed Jul 16 07:27:33 GMT 2025","11612","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
