"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 05:23:26 GMT 2025","Wed Jun 25 05:23:48 GMT 2025","21546","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"broken","Wed Jun 25 05:23:07 GMT 2025","Wed Jun 25 05:23:24 GMT 2025","16993","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Wed Jun 25 05:21:57 GMT 2025","Wed Jun 25 05:22:18 GMT 2025","21165","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jun 25 05:20:49 GMT 2025","Wed Jun 25 05:21:10 GMT 2025","21027","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"skipped","Wed Jun 25 05:25:00 GMT 2025","Wed Jun 25 05:25:00 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Wed Jun 25 05:25:03 GMT 2025","Wed Jun 25 05:25:26 GMT 2025","23615","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Wed Jun 25 05:21:12 GMT 2025","Wed Jun 25 05:21:33 GMT 2025","21548","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Wed Jun 25 05:23:50 GMT 2025","Wed Jun 25 05:24:11 GMT 2025","21153","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Wed Jun 25 05:21:45 GMT 2025","Wed Jun 25 05:22:07 GMT 2025","22361","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Wed Jun 25 05:22:20 GMT 2025","Wed Jun 25 05:22:42 GMT 2025","21629","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Wed Jun 25 05:22:55 GMT 2025","Wed Jun 25 05:23:16 GMT 2025","21509","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Wed Jun 25 05:24:25 GMT 2025","Wed Jun 25 05:24:48 GMT 2025","22664","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Wed Jun 25 05:25:28 GMT 2025","Wed Jun 25 05:25:49 GMT 2025","21119","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Wed Jun 25 05:20:20 GMT 2025","Wed Jun 25 05:20:47 GMT 2025","26502","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"broken","Wed Jun 25 05:23:18 GMT 2025","Wed Jun 25 05:23:34 GMT 2025","15997","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Wed Jun 25 05:19:52 GMT 2025","Wed Jun 25 05:20:18 GMT 2025","26544","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Wed Jun 25 05:21:00 GMT 2025","Wed Jun 25 05:21:20 GMT 2025","20274","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jun 25 05:22:09 GMT 2025","Wed Jun 25 05:22:31 GMT 2025","21383","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"skipped","Wed Jun 25 05:25:00 GMT 2025","Wed Jun 25 05:25:00 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Wed Jun 25 05:25:15 GMT 2025","Wed Jun 25 05:25:39 GMT 2025","24853","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Wed Jun 25 05:19:52 GMT 2025","Wed Jun 25 05:20:17 GMT 2025","25538","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Wed Jun 25 05:20:19 GMT 2025","Wed Jun 25 05:20:35 GMT 2025","15392","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jun 25 05:23:37 GMT 2025","Wed Jun 25 05:23:56 GMT 2025","19430","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Wed Jun 25 05:20:37 GMT 2025","Wed Jun 25 05:20:58 GMT 2025","21150","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Wed Jun 25 05:24:50 GMT 2025","Wed Jun 25 05:25:12 GMT 2025","22433","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Wed Jun 25 05:22:44 GMT 2025","Wed Jun 25 05:23:05 GMT 2025","21604","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Wed Jun 25 05:22:33 GMT 2025","Wed Jun 25 05:22:53 GMT 2025","20201","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Wed Jun 25 05:24:13 GMT 2025","Wed Jun 25 05:24:37 GMT 2025","24077","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Wed Jun 25 05:21:35 GMT 2025","Wed Jun 25 05:21:55 GMT 2025","19575","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Wed Jun 25 05:23:58 GMT 2025","Wed Jun 25 05:24:23 GMT 2025","25526","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jun 25 05:21:22 GMT 2025","Wed Jun 25 05:21:43 GMT 2025","20620","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
