"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"broken","Fri Jun 27 07:13:13 GMT 2025","Fri Jun 27 07:13:23 GMT 2025","10317","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"broken","Fri Jun 27 07:13:32 GMT 2025","Fri Jun 27 07:16:34 GMT 2025","181761","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"broken","Fri Jun 27 07:07:39 GMT 2025","Fri Jun 27 07:10:41 GMT 2025","181493","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"skipped","Fri Jun 27 07:26:20 GMT 2025","Fri Jun 27 07:26:20 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"broken","Fri Jun 27 07:20:36 GMT 2025","Fri Jun 27 07:23:57 GMT 2025","201055","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"skipped","Fri Jun 27 07:26:19 GMT 2025","Fri Jun 27 07:26:19 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"skipped","Fri Jun 27 07:26:20 GMT 2025","Fri Jun 27 07:26:20 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
