"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 03 07:06:50 GMT 2025","Thu Jul 03 07:07:10 GMT 2025","19166","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Thu Jul 03 07:09:02 GMT 2025","Thu Jul 03 07:09:26 GMT 2025","23578","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Thu Jul 03 07:04:11 GMT 2025","Thu Jul 03 07:04:32 GMT 2025","21394","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Thu Jul 03 07:02:40 GMT 2025","Thu Jul 03 07:03:01 GMT 2025","21514","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Thu Jul 03 07:08:05 GMT 2025","Thu Jul 03 07:08:33 GMT 2025","27889","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"broken","Thu Jul 03 07:01:33 GMT 2025","Thu Jul 03 07:01:49 GMT 2025","15318","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Thu Jul 03 07:07:12 GMT 2025","Thu Jul 03 07:07:32 GMT 2025","20357","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"broken","Thu Jul 03 07:05:50 GMT 2025","Thu Jul 03 07:06:05 GMT 2025","15555","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Thu Jul 03 07:05:00 GMT 2025","Thu Jul 03 07:05:25 GMT 2025","24578","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Thu Jul 03 07:02:16 GMT 2025","Thu Jul 03 07:02:37 GMT 2025","20708","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Thu Jul 03 07:01:52 GMT 2025","Thu Jul 03 07:02:14 GMT 2025","22071","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Thu Jul 03 07:06:28 GMT 2025","Thu Jul 03 07:06:48 GMT 2025","19516","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
