"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 09 09:37:45 GMT 2025","Mon Jun 09 09:38:10 GMT 2025","25664","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"skipped","Mon Jun 09 09:40:34 GMT 2025","Mon Jun 09 09:40:34 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"skipped","Mon Jun 09 09:42:02 GMT 2025","Mon Jun 09 09:42:02 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"broken","Mon Jun 09 09:39:09 GMT 2025","Mon Jun 09 09:39:34 GMT 2025","25143","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"broken","Mon Jun 09 09:38:13 GMT 2025","Mon Jun 09 09:38:38 GMT 2025","25776","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Mon Jun 09 09:41:02 GMT 2025","Mon Jun 09 09:41:02 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"skipped","Mon Jun 09 09:38:39 GMT 2025","Mon Jun 09 09:38:39 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"skipped","Mon Jun 09 09:39:34 GMT 2025","Mon Jun 09 09:39:34 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"skipped","Mon Jun 09 09:42:02 GMT 2025","Mon Jun 09 09:42:02 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"broken","Mon Jun 09 09:40:05 GMT 2025","Mon Jun 09 09:40:34 GMT 2025","28429","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"skipped","Mon Jun 09 09:40:03 GMT 2025","Mon Jun 09 09:40:03 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"broken","Mon Jun 09 09:40:36 GMT 2025","Mon Jun 09 09:41:02 GMT 2025","26301","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"skipped","Mon Jun 09 09:37:43 GMT 2025","Mon Jun 09 09:37:43 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"broken","Mon Jun 09 09:41:04 GMT 2025","Mon Jun 09 09:41:32 GMT 2025","27662","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"skipped","Mon Jun 09 09:39:34 GMT 2025","Mon Jun 09 09:39:34 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Mon Jun 09 09:39:07 GMT 2025","Mon Jun 09 09:39:07 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Mon Jun 09 09:39:07 GMT 2025","Mon Jun 09 09:39:07 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"skipped","Mon Jun 09 09:38:11 GMT 2025","Mon Jun 09 09:38:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"broken","Mon Jun 09 09:41:34 GMT 2025","Mon Jun 09 09:42:02 GMT 2025","27825","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Mon Jun 09 09:37:03 GMT 2025","Mon Jun 09 09:37:15 GMT 2025","12746","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"skipped","Mon Jun 09 09:41:32 GMT 2025","Mon Jun 09 09:41:32 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"skipped","Mon Jun 09 09:41:32 GMT 2025","Mon Jun 09 09:41:32 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Mon Jun 09 09:38:39 GMT 2025","Mon Jun 09 09:38:39 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"broken","Mon Jun 09 09:37:17 GMT 2025","Mon Jun 09 09:37:43 GMT 2025","25172","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"skipped","Mon Jun 09 09:37:43 GMT 2025","Mon Jun 09 09:37:43 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"broken","Mon Jun 09 09:38:40 GMT 2025","Mon Jun 09 09:39:07 GMT 2025","26553","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Mon Jun 09 09:36:32 GMT 2025","Mon Jun 09 09:37:00 GMT 2025","28958","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"broken","Mon Jun 09 09:39:36 GMT 2025","Mon Jun 09 09:40:03 GMT 2025","26746","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"skipped","Mon Jun 09 09:41:02 GMT 2025","Mon Jun 09 09:41:02 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"skipped","Mon Jun 09 09:38:11 GMT 2025","Mon Jun 09 09:38:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Mon Jun 09 09:40:34 GMT 2025","Mon Jun 09 09:40:34 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"skipped","Mon Jun 09 09:40:03 GMT 2025","Mon Jun 09 09:40:03 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
