"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 04 05:27:39 GMT 2025","Fri Jul 04 05:28:01 GMT 2025","21451","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"broken","Fri Jul 04 05:31:02 GMT 2025","Fri Jul 04 05:31:19 GMT 2025","16867","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Fri Jul 04 05:29:47 GMT 2025","Fri Jul 04 05:30:08 GMT 2025","20816","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"broken","Fri Jul 04 05:29:27 GMT 2025","Fri Jul 04 05:29:44 GMT 2025","17282","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"skipped","Fri Jul 04 05:31:20 GMT 2025","Fri Jul 04 05:31:20 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"broken","Fri Jul 04 05:26:34 GMT 2025","Fri Jul 04 05:26:48 GMT 2025","14841","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"broken","Fri Jul 04 05:32:00 GMT 2025","Fri Jul 04 05:32:16 GMT 2025","16153","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"broken","Fri Jul 04 05:29:08 GMT 2025","Fri Jul 04 05:29:24 GMT 2025","16724","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"skipped","Fri Jul 04 05:31:00 GMT 2025","Fri Jul 04 05:31:00 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Fri Jul 04 05:30:36 GMT 2025","Fri Jul 04 05:31:00 GMT 2025","23384","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Fri Jul 04 05:31:20 GMT 2025","Fri Jul 04 05:31:20 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Fri Jul 04 05:27:16 GMT 2025","Fri Jul 04 05:27:38 GMT 2025","21315","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Fri Jul 04 05:31:00 GMT 2025","Fri Jul 04 05:31:00 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"skipped","Fri Jul 04 05:32:17 GMT 2025","Fri Jul 04 05:32:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"broken","Fri Jul 04 05:28:04 GMT 2025","Fri Jul 04 05:28:19 GMT 2025","15749","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Fri Jul 04 05:26:19 GMT 2025","Fri Jul 04 05:26:31 GMT 2025","12264","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"skipped","Fri Jul 04 05:31:38 GMT 2025","Fri Jul 04 05:31:38 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Fri Jul 04 05:30:10 GMT 2025","Fri Jul 04 05:30:34 GMT 2025","23690","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"broken","Fri Jul 04 05:31:22 GMT 2025","Fri Jul 04 05:31:38 GMT 2025","15703","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"skipped","Fri Jul 04 05:31:20 GMT 2025","Fri Jul 04 05:31:20 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
