"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 03:56:05 GMT 2025","Fri Jun 27 03:56:25 GMT 2025","19618","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Fri Jun 27 03:53:40 GMT 2025","Fri Jun 27 03:54:08 GMT 2025","28249","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Fri Jun 27 03:56:08 GMT 2025","Fri Jun 27 03:56:26 GMT 2025","17564","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Fri Jun 27 03:58:41 GMT 2025","Fri Jun 27 03:59:05 GMT 2025","24578","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Fri Jun 27 03:58:13 GMT 2025","Fri Jun 27 03:58:38 GMT 2025","25434","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"skipped","Fri Jun 27 03:57:15 GMT 2025","Fri Jun 27 03:57:15 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Fri Jun 27 03:58:14 GMT 2025","Fri Jun 27 03:58:39 GMT 2025","25057","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"broken","Fri Jun 27 03:53:20 GMT 2025","Fri Jun 27 03:53:37 GMT 2025","17168","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Fri Jun 27 03:57:45 GMT 2025","Fri Jun 27 03:58:12 GMT 2025","27387","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Fri Jun 27 03:57:18 GMT 2025","Fri Jun 27 03:57:43 GMT 2025","24453","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Fri Jun 27 03:55:18 GMT 2025","Fri Jun 27 03:55:39 GMT 2025","20959","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Fri Jun 27 03:55:25 GMT 2025","Fri Jun 27 03:55:46 GMT 2025","21776","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"skipped","Fri Jun 27 03:55:39 GMT 2025","Fri Jun 27 03:55:39 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"passed","Fri Jun 27 03:55:41 GMT 2025","Fri Jun 27 03:56:03 GMT 2025","22258","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Fri Jun 27 03:53:20 GMT 2025","Fri Jun 27 03:53:52 GMT 2025","31412","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"skipped","Fri Jun 27 03:56:25 GMT 2025","Fri Jun 27 03:56:25 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Fri Jun 27 03:55:02 GMT 2025","Fri Jun 27 03:55:23 GMT 2025","20415","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"skipped","Fri Jun 27 03:58:11 GMT 2025","Fri Jun 27 03:58:11 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Fri Jun 27 03:56:53 GMT 2025","Fri Jun 27 03:57:16 GMT 2025","23382","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"broken","Fri Jun 27 03:54:37 GMT 2025","Fri Jun 27 03:54:55 GMT 2025","17713","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Fri Jun 27 03:56:28 GMT 2025","Fri Jun 27 03:56:50 GMT 2025","22578","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Fri Jun 27 03:55:48 GMT 2025","Fri Jun 27 03:56:06 GMT 2025","17771","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Fri Jun 27 03:56:27 GMT 2025","Fri Jun 27 03:56:50 GMT 2025","23196","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Fri Jun 27 03:56:53 GMT 2025","Fri Jun 27 03:57:15 GMT 2025","22579","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Fri Jun 27 03:54:36 GMT 2025","Fri Jun 27 03:55:00 GMT 2025","24175","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Fri Jun 27 03:54:57 GMT 2025","Fri Jun 27 03:55:16 GMT 2025","18872","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"passed","Fri Jun 27 03:57:45 GMT 2025","Fri Jun 27 03:58:11 GMT 2025","25913","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Fri Jun 27 03:53:54 GMT 2025","Fri Jun 27 03:54:11 GMT 2025","17298","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Fri Jun 27 03:54:10 GMT 2025","Fri Jun 27 03:54:34 GMT 2025","23933","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Fri Jun 27 03:58:41 GMT 2025","Fri Jun 27 03:59:05 GMT 2025","24291","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Fri Jun 27 03:54:13 GMT 2025","Fri Jun 27 03:54:35 GMT 2025","21988","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Fri Jun 27 03:57:16 GMT 2025","Fri Jun 27 03:57:43 GMT 2025","26118","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
