"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 16 05:48:10 GMT 2025","Wed Jul 16 05:48:29 GMT 2025","18567","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Wed Jul 16 05:48:30 GMT 2025","Wed Jul 16 05:48:50 GMT 2025","19505","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Wed Jul 16 05:47:24 GMT 2025","Wed Jul 16 05:47:43 GMT 2025","19710","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Wed Jul 16 05:45:40 GMT 2025","Wed Jul 16 05:46:00 GMT 2025","20038","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Wed Jul 16 05:46:35 GMT 2025","Wed Jul 16 05:46:56 GMT 2025","20935","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Wed Jul 16 05:45:40 GMT 2025","Wed Jul 16 05:46:08 GMT 2025","27833","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Wed Jul 16 05:49:07 GMT 2025","Wed Jul 16 05:49:28 GMT 2025","20755","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Wed Jul 16 05:46:19 GMT 2025","Wed Jul 16 05:46:39 GMT 2025","19927","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Wed Jul 16 05:49:47 GMT 2025","Wed Jul 16 05:50:09 GMT 2025","21895","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Wed Jul 16 05:50:11 GMT 2025","Wed Jul 16 05:50:33 GMT 2025","21963","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
