"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 06:49:13 GMT 2025","Wed Jun 25 06:49:33 GMT 2025","20692","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jun 25 06:51:58 GMT 2025","Wed Jun 25 06:52:20 GMT 2025","22643","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Wed Jun 25 06:50:44 GMT 2025","Wed Jun 25 06:51:04 GMT 2025","20714","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Wed Jun 25 06:51:13 GMT 2025","Wed Jun 25 06:51:38 GMT 2025","24880","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jun 25 06:47:37 GMT 2025","Wed Jun 25 06:47:53 GMT 2025","15550","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jun 25 06:49:35 GMT 2025","Wed Jun 25 06:49:58 GMT 2025","22585","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"skipped","Wed Jun 25 06:52:51 GMT 2025","Wed Jun 25 06:52:51 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Wed Jun 25 06:52:52 GMT 2025","Wed Jun 25 06:53:16 GMT 2025","23518","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Wed Jun 25 06:52:28 GMT 2025","Wed Jun 25 06:52:50 GMT 2025","22787","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Wed Jun 25 06:49:27 GMT 2025","Wed Jun 25 06:49:47 GMT 2025","20126","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"passed","Wed Jun 25 06:50:12 GMT 2025","Wed Jun 25 06:50:30 GMT 2025","18800","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"broken","Wed Jun 25 06:52:49 GMT 2025","Wed Jun 25 06:53:05 GMT 2025","15370","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Wed Jun 25 06:48:18 GMT 2025","Wed Jun 25 06:48:38 GMT 2025","19673","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jun 25 06:50:00 GMT 2025","Wed Jun 25 06:50:20 GMT 2025","19672","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Wed Jun 25 06:48:51 GMT 2025","Wed Jun 25 06:49:11 GMT 2025","19888","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Wed Jun 25 06:52:03 GMT 2025","Wed Jun 25 06:52:26 GMT 2025","22707","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
